0.590,0.053,0.001,-0.046,0.003,0.024,0.022,0.057,0.035,-0.149
0.053,0.542,0.027,0.057,-0.035,0.019,-0.008,-0.195,-0.038,-0.138
0.001,0.027,0.568,0.130,-0.037,-0.039,-0.036,-0.016,0.160,-0.175
-0.046,0.057,0.130,0.483,-0.020,0.067,-0.068,0.001,0.022,-0.152
0.003,-0.035,-0.037,-0.020,0.535,0.137,-0.080,0.060,0.060,0.090
0.024,0.019,-0.039,0.067,0.137,0.431,-0.008,0.028,-0.031,0.012
0.022,-0.008,-0.036,-0.068,-0.080,-0.008,0.398,0.035,-0.104,-0.014
0.057,-0.195,-0.016,0.001,0.060,0.028,0.035,0.432,0.006,0.062
0.035,-0.038,0.160,0.022,0.060,-0.031,-0.104,0.006,0.357,-0.069
-0.149,-0.138,-0.175,-0.152,0.090,0.012,-0.014,0.062,-0.069,0.380
