0.261,-0.218,-0.101,-0.091,0.082,0.071,0.069,-0.056,-0.071,-0.078
-0.218,0.672,-0.045,0.211,0.009,-0.064,0.130,0.066,0.191,0.183
-0.101,-0.045,0.313,0.042,-0.059,-0.168,-0.138,0.036,-0.124,0.109
-0.091,0.211,0.042,0.319,-0.075,-0.065,0.146,-0.018,0.017,0.091
0.082,0.009,-0.059,-0.075,0.255,0.125,0.012,0.015,0.043,-0.009
0.071,-0.064,-0.168,-0.065,0.125,0.533,0.074,-0.050,0.082,-0.144
0.069,0.130,-0.138,0.146,0.012,0.074,0.424,-0.041,0.076,-0.002
-0.056,0.066,0.036,-0.018,0.015,-0.050,-0.041,0.118,-0.004,0.023
-0.071,0.191,-0.124,0.017,0.043,0.082,0.076,-0.004,0.260,-0.012
-0.078,0.183,0.109,0.091,-0.009,-0.144,-0.002,0.023,-0.012,0.228
