0.231,-0.282,-0.111,-0.160,0.085,0.137,0.019,-0.049,-0.074,-0.120
-0.282,0.747,-0.036,0.286,-0.024,-0.107,0.204,0.080,0.242,0.222
-0.111,-0.036,0.244,0.055,-0.090,-0.176,-0.119,0.031,-0.113,0.106
-0.160,0.286,0.055,0.296,-0.125,-0.085,0.156,-0.004,0.043,0.125
0.085,-0.024,-0.090,-0.125,0.248,0.152,0.021,0.016,0.059,-0.042
0.137,-0.107,-0.176,-0.085,0.152,0.530,0.088,-0.087,0.071,-0.140
0.019,0.204,-0.119,0.156,0.021,0.088,0.423,-0.023,0.104,0.013
-0.049,0.080,0.031,-0.004,0.016,-0.087,-0.023,0.100,-0.001,0.026
-0.074,0.242,-0.113,0.043,0.059,0.071,0.104,-0.001,0.264,0.006
-0.120,0.222,0.106,0.125,-0.042,-0.140,0.013,0.026,0.006,0.229
