0.234,-0.276,-0.115,-0.158,0.085,0.130,0.024,-0.049,-0.071,-0.118
-0.276,0.738,-0.040,0.278,-0.022,-0.105,0.203,0.079,0.235,0.218
-0.115,-0.040,0.253,0.055,-0.088,-0.172,-0.123,0.032,-0.115,0.107
-0.158,0.278,0.055,0.299,-0.122,-0.084,0.156,-0.005,0.042,0.121
0.085,-0.022,-0.088,-0.122,0.250,0.149,0.018,0.017,0.060,-0.039
0.130,-0.105,-0.172,-0.084,0.149,0.528,0.083,-0.083,0.071,-0.141
0.024,0.203,-0.123,0.156,0.018,0.083,0.426,-0.023,0.104,0.011
-0.049,0.079,0.032,-0.005,0.017,-0.083,-0.023,0.102,-0.002,0.026
-0.071,0.235,-0.115,0.042,0.060,0.071,0.104,-0.002,0.263,0.004
-0.118,0.218,0.107,0.121,-0.039,-0.141,0.011,0.026,0.004,0.230
