0.424,-0.098,-0.029,0.177,0.091,-0.017,0.022,0.023,0.034,0.026
-0.098,0.459,-0.083,0.125,0.001,-0.125,0.001,0.130,-0.043,-0.089
-0.029,-0.083,0.654,0.072,-0.016,0.017,0.059,-0.218,0.084,0.316
0.177,0.125,0.072,0.622,0.015,-0.065,0.160,-0.037,-0.006,0.034
0.091,0.001,-0.016,0.015,0.404,-0.050,0.036,0.153,0.058,0.006
-0.017,-0.125,0.017,-0.065,-0.050,0.413,0.008,-0.074,-0.002,-0.011
0.022,0.001,0.059,0.160,0.036,0.008,0.394,-0.004,0.067,0.026
0.023,0.130,-0.218,-0.037,0.153,-0.074,-0.004,0.379,-0.039,-0.109
0.034,-0.043,0.084,-0.006,0.058,-0.002,0.067,-0.039,0.291,0.049
0.026,-0.089,0.316,0.034,0.006,-0.011,0.026,-0.109,0.049,0.444
