0.418,-0.185,0.028,0.102,0.062,0.068,0.062,-0.041,0.084,0.051
-0.185,0.247,0.015,0.082,-0.039,-0.040,0.062,0.045,0.020,-0.042
0.028,0.015,0.596,0.155,0.012,-0.047,0.030,-0.199,0.052,0.326
0.102,0.082,0.155,0.519,-0.010,0.078,0.301,-0.033,0.060,0.107
0.062,-0.039,0.012,-0.010,0.448,-0.037,0.103,0.178,0.081,0.047
0.068,-0.040,-0.047,0.078,-0.037,0.269,-0.058,-0.047,-0.032,-0.060
0.062,0.062,0.030,0.301,0.103,-0.058,0.469,0.084,0.067,0.005
-0.041,0.045,-0.199,-0.033,0.178,-0.047,0.084,0.359,-0.016,-0.066
0.084,0.020,0.052,0.060,0.081,-0.032,0.067,-0.016,0.301,0.009
0.051,-0.042,0.326,0.107,0.047,-0.060,0.005,-0.066,0.009,0.455
