0.500,0.045,0.056,-0.101,0.101,0.043,0.061,0.003,0.041,-0.174
0.045,0.454,0.018,0.075,-0.008,0.021,-0.072,-0.283,-0.044,-0.139
0.056,0.018,0.493,0.189,-0.014,0.039,-0.056,0.017,0.159,-0.214
-0.101,0.075,0.189,0.506,-0.031,0.089,-0.096,0.020,0.044,-0.196
0.101,-0.008,-0.014,-0.031,0.509,0.199,-0.095,0.076,0.058,0.083
0.043,0.021,0.039,0.089,0.199,0.443,0.002,0.048,0.010,-0.026
0.061,-0.072,-0.056,-0.096,-0.095,0.002,0.425,0.045,-0.127,-0.013
0.003,-0.283,0.017,0.020,0.076,0.048,0.045,0.456,0.030,0.105
0.041,-0.044,0.159,0.044,0.058,0.010,-0.127,0.030,0.343,-0.070
-0.174,-0.139,-0.214,-0.196,0.083,-0.026,-0.013,0.105,-0.070,0.393
