1.210,0.056,0.039,-0.478,-0.444,0.276,-0.056,0.214,0.026,0.130
0.056,0.506,0.091,-0.270,-0.114,0.085,-0.002,-0.013,-0.029,0.085
0.039,0.091,0.822,0.098,-0.209,0.423,-0.034,0.158,-0.077,-0.120
-0.478,-0.270,0.098,0.879,0.450,-0.068,-0.222,0.045,-0.088,-0.161
-0.444,-0.114,-0.209,0.450,0.970,-0.475,-0.130,-0.014,-0.006,-0.198
0.276,0.085,0.423,-0.068,-0.475,0.874,-0.038,0.001,0.077,0.207
-0.056,-0.002,-0.034,-0.222,-0.130,-0.038,0.403,-0.033,-0.021,-0.028
0.214,-0.013,0.158,0.045,-0.014,0.001,-0.033,0.371,-0.076,-0.032
0.026,-0.029,-0.077,-0.088,-0.006,0.077,-0.021,-0.076,0.361,0.072
0.130,0.085,-0.120,-0.161,-0.198,0.207,-0.028,-0.032,0.072,0.286
