0.538,-0.038,-0.128,0.033,0.106,0.094,-0.023,-0.110,-0.064,0.008
-0.038,0.411,-0.038,0.082,0.095,0.033,0.060,-0.103,-0.067,0.091
-0.128,-0.038,0.460,0.007,0.028,-0.063,-0.143,0.039,-0.124,-0.027
0.033,0.082,0.007,0.914,0.057,0.035,0.000,-0.232,-0.179,0.038
0.106,0.095,0.028,0.057,0.487,0.134,-0.104,0.117,-0.073,0.064
0.094,0.033,-0.063,0.035,0.134,0.702,-0.051,0.057,-0.171,-0.017
-0.023,0.060,-0.143,0.000,-0.104,-0.051,0.414,0.047,0.038,0.038
-0.110,-0.103,0.039,-0.232,0.117,0.057,0.047,0.536,-0.006,0.001
-0.064,-0.067,-0.124,-0.179,-0.073,-0.171,0.038,-0.006,0.457,-0.000
0.008,0.091,-0.027,0.038,0.064,-0.017,0.038,0.001,-0.000,0.214
