0.240,-0.259,-0.115,-0.143,0.083,0.109,0.037,-0.050,-0.066,-0.109
-0.259,0.714,-0.045,0.255,-0.018,-0.099,0.188,0.078,0.216,0.207
-0.115,-0.045,0.274,0.052,-0.080,-0.171,-0.132,0.034,-0.119,0.111
-0.143,0.255,0.052,0.306,-0.113,-0.082,0.157,-0.008,0.034,0.109
0.083,-0.018,-0.080,-0.113,0.251,0.139,0.011,0.019,0.058,-0.031
0.109,-0.099,-0.171,-0.082,0.139,0.534,0.073,-0.070,0.073,-0.149
0.037,0.188,-0.132,0.157,0.011,0.073,0.433,-0.028,0.096,0.004
-0.050,0.078,0.034,-0.008,0.019,-0.070,-0.028,0.109,-0.004,0.027
-0.066,0.216,-0.119,0.034,0.058,0.073,0.096,-0.004,0.261,-0.003
-0.109,0.207,0.111,0.109,-0.031,-0.149,0.004,0.027,-0.003,0.233
