1.199,0.068,0.065,-0.450,-0.449,0.387,-0.051,0.206,0.063,0.136
0.068,0.468,0.115,-0.276,-0.124,0.087,0.031,-0.015,0.014,0.080
0.065,0.115,0.777,0.095,-0.227,0.468,-0.022,0.166,-0.094,-0.087
-0.450,-0.276,0.095,0.850,0.409,-0.064,-0.228,0.068,-0.093,-0.161
-0.449,-0.124,-0.227,0.409,0.970,-0.590,-0.128,-0.010,-0.015,-0.215
0.387,0.087,0.468,-0.064,-0.590,0.958,-0.064,0.062,0.095,0.196
-0.051,0.031,-0.022,-0.228,-0.128,-0.064,0.361,-0.027,-0.029,-0.026
0.206,-0.015,0.166,0.068,-0.010,0.062,-0.027,0.355,-0.067,-0.023
0.063,0.014,-0.094,-0.093,-0.015,0.095,-0.029,-0.067,0.354,0.093
0.136,0.080,-0.087,-0.161,-0.215,0.196,-0.026,-0.023,0.093,0.262
