0.541,0.064,0.071,-0.114,0.117,0.066,0.082,-0.002,0.043,-0.192
0.064,0.480,0.027,0.071,0.012,0.029,-0.067,-0.281,-0.050,-0.152
0.071,0.027,0.463,0.175,0.003,0.054,-0.058,0.006,0.138,-0.212
-0.114,0.071,0.175,0.513,-0.044,0.086,-0.101,0.021,0.045,-0.189
0.117,0.012,0.003,-0.044,0.509,0.187,-0.077,0.064,0.059,0.074
0.066,0.029,0.054,0.086,0.187,0.439,0.013,0.043,0.014,-0.040
0.082,-0.067,-0.058,-0.101,-0.077,0.013,0.429,0.039,-0.127,-0.016
-0.002,-0.281,0.006,0.021,0.064,0.043,0.039,0.438,0.035,0.110
0.043,-0.050,0.138,0.045,0.059,0.014,-0.127,0.035,0.336,-0.066
-0.192,-0.152,-0.212,-0.189,0.074,-0.040,-0.016,0.110,-0.066,0.403
