0.546,-0.006,-0.128,0.065,0.075,-0.022,-0.002,-0.068,-0.022,-0.025
-0.006,0.536,-0.077,0.110,0.153,-0.030,0.175,-0.041,-0.038,0.144
-0.128,-0.077,0.463,-0.039,-0.025,-0.008,-0.125,0.019,-0.117,-0.020
0.065,0.110,-0.039,0.939,0.121,-0.189,-0.009,-0.149,-0.195,0.002
0.075,0.153,-0.025,0.121,0.486,0.022,-0.043,0.157,-0.050,0.070
-0.022,-0.030,-0.008,-0.189,0.022,0.929,-0.071,-0.007,-0.174,-0.002
-0.002,0.175,-0.125,-0.009,-0.043,-0.071,0.433,0.070,0.034,0.080
-0.068,-0.041,0.019,-0.149,0.157,-0.007,0.070,0.517,-0.002,0.020
-0.022,-0.038,-0.117,-0.195,-0.050,-0.174,0.034,-0.002,0.434,0.017
-0.025,0.144,-0.020,0.002,0.070,-0.002,0.080,0.020,0.017,0.225
