0.401,-0.184,0.021,0.102,0.063,0.066,0.056,-0.035,0.072,0.057
-0.184,0.282,0.008,0.081,-0.037,-0.056,0.047,0.060,0.009,-0.048
0.021,0.008,0.609,0.141,0.003,-0.038,0.013,-0.221,0.056,0.328
0.102,0.081,0.141,0.505,-0.025,0.070,0.258,-0.054,0.039,0.100
0.063,-0.037,0.003,-0.025,0.436,-0.028,0.078,0.168,0.083,0.026
0.066,-0.056,-0.038,0.070,-0.028,0.276,-0.035,-0.039,-0.033,-0.050
0.056,0.047,0.013,0.258,0.078,-0.035,0.417,0.054,0.061,-0.013
-0.035,0.060,-0.221,-0.054,0.168,-0.039,0.054,0.366,-0.020,-0.088
0.072,0.009,0.056,0.039,0.083,-0.033,0.061,-0.020,0.298,0.023
0.057,-0.048,0.328,0.100,0.026,-0.050,-0.013,-0.088,0.023,0.448
