0.228,-0.288,-0.107,-0.161,0.085,0.142,0.015,-0.049,-0.078,-0.121
-0.288,0.754,-0.033,0.293,-0.025,-0.108,0.206,0.081,0.248,0.224
-0.107,-0.033,0.236,0.054,-0.092,-0.180,-0.115,0.030,-0.112,0.106
-0.161,0.293,0.054,0.292,-0.126,-0.086,0.156,-0.003,0.044,0.127
0.085,-0.025,-0.092,-0.126,0.245,0.153,0.023,0.014,0.058,-0.043
0.142,-0.108,-0.180,-0.086,0.153,0.536,0.091,-0.091,0.072,-0.140
0.015,0.206,-0.115,0.156,0.023,0.091,0.420,-0.022,0.104,0.014
-0.049,0.081,0.030,-0.003,0.014,-0.091,-0.022,0.098,-0.000,0.026
-0.078,0.248,-0.112,0.044,0.058,0.072,0.104,-0.000,0.265,0.008
-0.121,0.224,0.106,0.127,-0.043,-0.140,0.014,0.026,0.008,0.229
