0.412,-0.186,0.026,0.102,0.064,0.067,0.062,-0.040,0.079,0.053
-0.186,0.255,0.016,0.078,-0.039,-0.043,0.057,0.048,0.020,-0.041
0.026,0.016,0.601,0.149,0.008,-0.043,0.019,-0.209,0.053,0.325
0.102,0.078,0.149,0.507,-0.017,0.080,0.284,-0.044,0.054,0.105
0.064,-0.039,0.008,-0.017,0.445,-0.031,0.092,0.173,0.082,0.038
0.067,-0.043,-0.043,0.080,-0.031,0.265,-0.046,-0.042,-0.034,-0.056
0.062,0.057,0.019,0.284,0.092,-0.046,0.445,0.071,0.065,-0.006
-0.040,0.048,-0.209,-0.044,0.173,-0.042,0.071,0.362,-0.017,-0.074
0.079,0.020,0.053,0.054,0.082,-0.034,0.065,-0.017,0.301,0.012
0.053,-0.041,0.325,0.105,0.038,-0.056,-0.006,-0.074,0.012,0.450
