1.199,0.090,0.094,-0.409,-0.456,0.475,-0.076,0.216,0.100,0.132
0.090,0.413,0.116,-0.284,-0.136,0.074,0.060,-0.011,0.035,0.072
0.094,0.116,0.745,0.090,-0.231,0.469,-0.019,0.180,-0.105,-0.077
-0.409,-0.284,0.090,0.832,0.374,-0.052,-0.227,0.093,-0.094,-0.166
-0.456,-0.136,-0.231,0.374,0.954,-0.639,-0.108,-0.017,-0.018,-0.221
0.475,0.074,0.469,-0.052,-0.639,0.991,-0.084,0.117,0.097,0.176
-0.076,0.060,-0.019,-0.227,-0.108,-0.084,0.337,-0.031,-0.039,-0.018
0.216,-0.011,0.180,0.093,-0.017,0.117,-0.031,0.357,-0.054,-0.022
0.100,0.035,-0.105,-0.094,-0.018,0.097,-0.039,-0.054,0.351,0.099
0.132,0.072,-0.077,-0.166,-0.221,0.176,-0.018,-0.022,0.099,0.245
