0.423,-0.182,0.028,0.104,0.061,0.070,0.061,-0.040,0.087,0.051
-0.182,0.243,0.014,0.084,-0.039,-0.037,0.064,0.042,0.020,-0.044
0.028,0.014,0.594,0.160,0.014,-0.051,0.038,-0.194,0.053,0.326
0.104,0.084,0.160,0.532,-0.007,0.076,0.313,-0.028,0.065,0.109
0.061,-0.039,0.014,-0.007,0.449,-0.040,0.109,0.181,0.081,0.052
0.070,-0.037,-0.051,0.076,-0.040,0.273,-0.067,-0.050,-0.030,-0.063
0.061,0.064,0.038,0.313,0.109,-0.067,0.486,0.091,0.070,0.012
-0.040,0.042,-0.194,-0.028,0.181,-0.050,0.091,0.357,-0.014,-0.062
0.087,0.020,0.053,0.065,0.081,-0.030,0.070,-0.014,0.302,0.008
0.051,-0.044,0.326,0.109,0.052,-0.063,0.012,-0.062,0.008,0.457
