0.527,-0.135,0.014,0.019,0.046,-0.000,0.103,-0.078,-0.120,-0.062
-0.135,0.601,-0.012,0.137,0.053,0.008,0.056,0.049,0.132,0.101
0.014,-0.012,0.441,0.052,-0.055,-0.124,-0.086,0.008,-0.096,0.049
0.019,0.137,0.052,0.373,-0.017,-0.040,0.067,-0.031,-0.010,0.043
0.046,0.053,-0.055,-0.017,0.305,0.102,0.001,0.012,0.022,0.002
-0.000,0.008,-0.124,-0.040,0.102,0.492,0.074,-0.029,0.064,-0.078
0.103,0.056,-0.086,0.067,0.001,0.074,0.395,-0.031,0.042,-0.013
-0.078,0.049,0.008,-0.031,0.012,-0.029,-0.031,0.188,0.008,0.014
-0.120,0.132,-0.096,-0.010,0.022,0.064,0.042,0.008,0.281,-0.010
-0.062,0.101,0.049,0.043,0.002,-0.078,-0.013,0.014,-0.010,0.219
