0.429,-0.176,0.026,0.108,0.057,0.072,0.058,-0.038,0.093,0.049
-0.176,0.237,0.013,0.087,-0.039,-0.031,0.064,0.037,0.018,-0.047
0.026,0.013,0.596,0.166,0.017,-0.056,0.047,-0.190,0.055,0.326
0.108,0.087,0.166,0.548,-0.005,0.075,0.322,-0.023,0.072,0.109
0.057,-0.039,0.017,-0.005,0.453,-0.043,0.114,0.184,0.079,0.056
0.072,-0.031,-0.056,0.075,-0.043,0.279,-0.076,-0.051,-0.025,-0.066
0.058,0.064,0.047,0.322,0.114,-0.076,0.499,0.097,0.073,0.018
-0.038,0.037,-0.190,-0.023,0.184,-0.051,0.097,0.354,-0.014,-0.060
0.093,0.018,0.055,0.072,0.079,-0.025,0.073,-0.014,0.304,0.007
0.049,-0.047,0.326,0.109,0.056,-0.066,0.018,-0.060,0.007,0.459
