0.576,-0.038,-0.143,0.041,0.125,0.112,-0.016,-0.120,-0.094,0.021
-0.038,0.422,-0.037,0.103,0.088,0.046,0.026,-0.114,-0.080,0.083
-0.143,-0.037,0.474,0.016,0.038,-0.063,-0.163,0.043,-0.121,-0.018
0.041,0.103,0.016,0.934,0.054,0.121,-0.011,-0.243,-0.153,0.051
0.125,0.088,0.038,0.054,0.502,0.160,-0.129,0.108,-0.089,0.066
0.112,0.046,-0.063,0.121,0.160,0.528,-0.049,0.050,-0.168,-0.025
-0.016,0.026,-0.163,-0.011,-0.129,-0.049,0.430,0.037,0.041,0.020
-0.120,-0.114,0.043,-0.243,0.108,0.050,0.037,0.539,-0.001,-0.001
-0.094,-0.080,-0.121,-0.153,-0.089,-0.168,0.041,-0.001,0.466,-0.011
0.021,0.083,-0.018,0.051,0.066,-0.025,0.020,-0.001,-0.011,0.218
