0.237,-0.269,-0.117,-0.153,0.084,0.121,0.029,-0.050,-0.068,-0.114
-0.269,0.728,-0.043,0.269,-0.020,-0.103,0.199,0.079,0.227,0.213
-0.117,-0.043,0.262,0.054,-0.085,-0.170,-0.128,0.033,-0.117,0.109
-0.153,0.269,0.054,0.303,-0.119,-0.084,0.157,-0.006,0.039,0.116
0.084,-0.020,-0.085,-0.119,0.251,0.144,0.014,0.018,0.060,-0.036
0.121,-0.103,-0.170,-0.084,0.144,0.529,0.077,-0.077,0.071,-0.145
0.029,0.199,-0.128,0.157,0.014,0.077,0.430,-0.024,0.101,0.008
-0.050,0.079,0.033,-0.006,0.018,-0.077,-0.024,0.106,-0.003,0.027
-0.068,0.227,-0.117,0.039,0.060,0.071,0.101,-0.003,0.263,0.001
-0.114,0.213,0.109,0.116,-0.036,-0.145,0.008,0.027,0.001,0.232
