-2.563299999999999912e+00,-6.257200000000000539e-01,9.354000000000000092e-01,1.661799999999999944e+00,-9.717900000000000427e-01,3.452000000000000068e-01,-8.627300000000000246e-02,8.799599999999999644e-01,-4.619199999999999973e-01,6.252099999999999585e-04 
-3.463699999999999779e+00,-8.870299999999999851e-01,7.486699999999999466e-01,1.434500000000000108e+00,-1.152600000000000069e+00,7.513900000000000023e-01,5.072299999999999587e-01,-4.009099999999999886e-01,-1.255000000000000004e-01,2.004599999999999993e-01 
-2.096600000000000019e+00,-2.501800000000000135e-01,4.245700000000000168e-02,1.900700000000000056e+00,-2.520000000000000018e+00,7.766300000000000425e-01,7.975100000000000522e-01,2.479099999999999915e-01,-2.291999999999999871e-01,-3.745399999999999840e-01 
-1.613499999999999934e+00,-5.941999999999999504e-01,1.533199999999999896e+00,1.466299999999999937e+00,-4.937099999999999822e-01,5.796200000000000241e-01,1.841500000000000081e-02,7.753299999999999637e-01,-1.650600000000000067e+00,-2.435700000000000087e-01 
-2.935599999999999987e+00,-1.235600000000000032e+00,-5.106300000000000283e-01,4.662199999999999678e-02,-1.649400000000000033e-01,-1.468299999999999939e+00,1.501300000000000079e+00,-3.637799999999999923e-01,-4.299100000000000144e-01,-5.459600000000000009e-01 
-4.026299999999999990e+00,-9.680699999999999861e-01,7.599599999999999689e-01,2.724000000000000199e+00,-1.446500000000000008e-01,-7.763799999999999868e-02,5.656999999999999806e-01,-7.767600000000000060e-01,-1.164099999999999913e+00,-5.015399999999999858e-01 
-5.089100000000000179e+00,-6.420900000000000496e-01,-7.486000000000000432e-01,1.349399999999999933e+00,-3.625999999999999779e-01,-1.114400000000000057e+00,2.084000000000000075e+00,-1.424700000000000077e+00,-1.547299999999999898e+00,-4.802799999999999847e-01 
-3.526400000000000201e+00,-3.875899999999999901e-01,-6.753000000000000114e-01,-1.240999999999999916e-03,-4.822400000000000020e-01,-1.143000000000000016e+00,2.292199999999999793e+00,-7.271600000000000286e-01,-1.520000000000000018e+00,7.568700000000000427e-02 
-4.636899999999999800e+00,-6.560899999999999510e-01,-1.202700000000000019e-01,1.954900000000000082e+00,1.318699999999999872e-01,-1.062000000000000055e+00,1.260199999999999987e+00,-1.869599999999999929e+00,-1.311900000000000066e+00,-9.453899999999999526e-01 
-3.866600000000000037e+00,-6.683400000000000452e-01,1.836100000000000065e+00,2.064299999999999802e+00,-7.927999999999999492e-01,4.848799999999999777e-01,2.827399999999999913e-01,7.606399999999999828e-01,-1.339099999999999957e+00,4.521100000000000119e-02 
