0.394,-0.153,0.005,0.125,0.069,0.038,0.041,-0.013,0.053,0.050
-0.153,0.350,-0.030,0.108,-0.023,-0.101,0.024,0.095,-0.017,-0.074
0.005,-0.030,0.623,0.113,-0.005,-0.013,0.029,-0.231,0.072,0.334
0.125,0.108,0.113,0.546,-0.017,0.005,0.214,-0.047,0.009,0.073
0.069,-0.023,-0.005,-0.017,0.417,-0.037,0.058,0.163,0.072,0.012
0.038,-0.101,-0.013,0.005,-0.037,0.335,-0.015,-0.054,-0.012,-0.029
0.041,0.024,0.029,0.214,0.058,-0.015,0.393,0.027,0.062,-0.001
-0.013,0.095,-0.231,-0.047,0.163,-0.054,0.027,0.376,-0.030,-0.107
0.053,-0.017,0.072,0.009,0.072,-0.012,0.062,-0.030,0.290,0.042
0.050,-0.074,0.334,0.073,0.012,-0.029,-0.001,-0.107,0.042,0.452
