0.841,0.125,-0.187,0.044,-0.017,-0.111,0.077,-0.036,-0.011,-0.015
0.125,0.816,-0.069,0.110,0.117,-0.095,0.148,-0.028,-0.024,0.090
-0.187,-0.069,0.765,-0.054,-0.040,-0.003,-0.080,-0.004,-0.074,0.029
0.044,0.110,-0.054,0.772,0.093,-0.151,-0.045,-0.059,-0.071,-0.014
-0.017,0.117,-0.040,0.093,0.543,0.016,-0.061,0.129,-0.000,0.047
-0.111,-0.095,-0.003,-0.151,0.016,0.710,-0.068,-0.018,-0.106,-0.016
0.077,0.148,-0.080,-0.045,-0.061,-0.068,0.447,0.039,0.005,0.042
-0.036,-0.028,-0.004,-0.059,0.129,-0.018,0.039,0.469,0.002,0.013
-0.011,-0.024,-0.074,-0.071,-0.000,-0.106,0.005,0.002,0.370,0.006
-0.015,0.090,0.029,-0.014,0.047,-0.016,0.042,0.013,0.006,0.294
