0.704,0.096,-0.204,0.087,0.027,-0.123,0.062,-0.054,-0.009,-0.032
0.096,0.742,-0.135,0.166,0.177,-0.114,0.201,-0.019,-0.026,0.145
-0.204,-0.135,0.609,-0.094,-0.068,0.014,-0.118,0.011,-0.100,0.017
0.087,0.166,-0.094,0.878,0.144,-0.204,-0.034,-0.085,-0.131,0.001
0.027,0.177,-0.068,0.144,0.515,-0.010,-0.046,0.166,-0.017,0.059
-0.123,-0.114,0.014,-0.204,-0.010,0.864,-0.105,-0.042,-0.165,-0.017
0.062,0.201,-0.118,-0.034,-0.046,-0.105,0.452,0.061,0.028,0.073
-0.054,-0.019,0.011,-0.085,0.166,-0.042,0.061,0.494,0.012,0.021
-0.009,-0.026,-0.100,-0.131,-0.017,-0.165,0.028,0.012,0.398,0.014
-0.032,0.145,0.017,0.001,0.059,-0.017,0.073,0.021,0.014,0.255
