0.530,-0.036,-0.041,0.186,0.087,-0.040,0.020,0.048,0.020,0.004
-0.036,0.618,-0.068,0.115,0.011,-0.087,0.009,0.120,-0.047,-0.074
-0.041,-0.068,0.696,0.022,-0.007,0.010,0.058,-0.123,0.067,0.213
0.186,0.115,0.022,0.672,0.041,-0.067,0.093,-0.044,-0.010,-0.008
0.087,0.011,-0.007,0.041,0.424,-0.029,0.015,0.117,0.048,0.020
-0.040,-0.087,0.010,-0.067,-0.029,0.464,0.011,-0.065,-0.011,-0.007
0.020,0.009,0.058,0.093,0.015,0.011,0.406,-0.012,0.053,0.035
0.048,0.120,-0.123,-0.044,0.117,-0.065,-0.012,0.362,-0.031,-0.073
0.020,-0.047,0.067,-0.010,0.048,-0.011,0.053,-0.031,0.314,0.029
0.004,-0.074,0.213,-0.008,0.020,-0.007,0.035,-0.073,0.029,0.406
