1.432,0.210,0.044,-0.158,-0.456,0.111,-0.136,0.308,-0.024,0.235
0.210,0.738,0.100,-0.103,-0.099,0.021,-0.041,0.141,-0.112,0.060
0.044,0.100,0.959,0.071,-0.108,0.159,-0.021,0.084,-0.005,-0.128
-0.158,-0.103,0.071,0.931,0.312,-0.118,-0.070,-0.040,-0.087,-0.066
-0.456,-0.099,-0.108,0.312,0.887,-0.149,-0.024,-0.090,0.058,-0.159
0.111,0.021,0.159,-0.118,-0.149,0.502,-0.042,0.012,-0.036,0.099
-0.136,-0.041,-0.021,-0.070,-0.024,-0.042,0.498,-0.012,0.018,-0.042
0.308,0.141,0.084,-0.040,-0.090,0.012,-0.012,0.432,-0.062,0.028
-0.024,-0.112,-0.005,-0.087,0.058,-0.036,0.018,-0.062,0.420,0.002
0.235,0.060,-0.128,-0.066,-0.159,0.099,-0.042,0.028,0.002,0.372
