1.297,0.186,0.000,-0.390,-0.477,0.135,-0.110,0.293,-0.035,0.198
0.186,0.615,0.056,-0.216,-0.143,0.059,-0.057,0.088,-0.149,0.089
0.000,0.056,0.947,0.121,-0.165,0.288,-0.052,0.119,-0.033,-0.166
-0.390,-0.216,0.121,0.975,0.438,-0.059,-0.170,-0.038,-0.104,-0.146
-0.477,-0.143,-0.165,0.438,0.971,-0.200,-0.083,-0.098,0.050,-0.171
0.135,0.059,0.288,-0.059,-0.200,0.569,-0.053,-0.005,-0.020,0.130
-0.110,-0.057,-0.052,-0.170,-0.083,-0.053,0.495,-0.024,0.004,-0.045
0.293,0.088,0.119,-0.038,-0.098,-0.005,-0.024,0.411,-0.081,-0.000
-0.035,-0.149,-0.033,-0.104,0.050,-0.020,0.004,-0.081,0.444,0.009
0.198,0.089,-0.166,-0.146,-0.171,0.130,-0.045,-0.000,0.009,0.321
